,country_name,year,country_code,literacy_rate_adult_female_of_females_ages_15_and_above,literacy_rate_adult_male_of_males_ages_15_and_above,literacy_rate_adult_total_of_people_ages_15_and_above,literacy_rate_youth_male_of_males_ages_1524,literacy_rate_youth_total_of_people_ages_1524,number_of_deaths_ages_1014_years,number_of_deaths_ages_1519_years,number_of_deaths_ages_2024_years,number_of_deaths_ages_59_years,number_of_infant_deaths,number_of_infant_deaths_female,number_of_infant_deaths_male,number_of_maternal_deaths,number_of_neonatal_deaths,number_of_stillbirths,total_alcohol_consumption_per_capita_female_liters_of_pure_alco,total_alcohol_consumption_per_capita_male_liters_of_pure_alcoho,tuberculosis_death_rate_per_100000_people,unemployment_female_of_female_labor_force,unemployment_male_of_male_labor_force,unemployment_total_of_total_labor_force,capital_health_expenditure_of_gdp,cause_of_death_by_communicable_diseases_and_maternal_prenatal_a,cause_of_death_by_injury_of_total,cause_of_death_by_noncommunicable_diseases_of_total,children_014_living_with_hiv,children_ages_014_newly_infected_with_hiv,condom_use_population_ages_1524_female_of_females_ages_1524,condom_use_population_ages_1524_male_of_males_ages_1524,consumption_of_iodized_salt_of_households,contraceptive_prevalence_any_methods_of_women_ages_1549,contraceptive_prevalence_modern_methods_of_women_ages_1549,current_health_expenditure_of_gdp,demand_for_family_planning_satisfied_by_any_methods_of_married_,demand_for_family_planning_satisfied_by_modern_methods_of_marri,diabetes_prevalence_of_population_ages_20_to_79,exclusive_breastfeeding_of_children_under_6_months,external_health_expenditure_of_current_health_expenditure,external_health_expenditure_channeled_through_government_of_ext,external_health_expenditure_per_capita_ppp_current_internationa,country_name_dawn,country_code,year,expenditureoneducationasoftotalgovernmentexpenditure,governmentexpenditureoneducationasofgdp,governmentexpenditureoneducationnotspecifiedbylevel_constantppp,governmentexpenditureoneducationnotspecifiedbylevel_constantusm,governmentexpenditureoneducation_pppmillions,governmentexpenditureoneducation_usmillions,governmentexpenditureoneducation_constantpppmillions,governmentexpenditureoneducation_constantusmillions,grossenrolmentratiofortertiaryeducation_adjustedgenderparityind,grossenrolmentratiofortertiaryeducation_bothsexes,grossenrolmentratiofortertiaryeducation_female,grossenrolmentratiofortertiaryeducation_male,grossenrolmentratio_postsecondarynontertiary_bothsexes,grossenrolmentratio_postsecondarynontertiary_female,grossenrolmentratio_postsecondarynontertiary_genderparityindexg,grossenrolmentratio_postsecondarynontertiary_male,grossenrolmentratio_secondary_bothsexes,grossenrolmentratio_secondary_female,grossenrolmentratio_secondary_genderparityindexgpi,grossenrolmentratio_secondary_male,initialgovernmentfundingperpreprimarystudentasapercentageofgdpp,initialgovernmentfundingperprimarystudentasapercentageofgdpperc,initialgovernmentfundingpersecondarystudentasapercentageofgdppe,initialgovernmentfundingpertertiarystudentasapercentageofgdpper,initialhouseholdfundingpersecondarystudentasapercentageofgdpper,initialhouseholdfundingpertertiarystudentasapercentageofgdpperc,percentageofenrolmentinpostsecondarynontertiaryeducationinpriva,percentageofenrolmentinsecondaryeducationinprivateinstitutions,percentageofenrolmentintertiaryeducationinprivateinstitutions,percentageofgraduatesfromscience_technology_engineeringandmathe,percentageofgraduatesfromprogrammesotherthanscience_technology_,percentageofgraduatesfromtertiaryeducationgraduatingfromagricul,percentageofgraduatesfromtertiaryeducationgraduatingfromartsand,percentageofgraduatesfromtertiaryeducationgraduatingfrombusines,percentageofgraduatesfromtertiaryeducationgraduatingfromeducati,percentageofgraduatesfromtertiaryeducationgraduatingfromenginee,percentageofgraduatesfromtertiaryeducationgraduatingfromhealtha,percentageofgraduatesfromtertiaryeducationgraduatingfrominforma,percentageofgraduatesfromtertiaryeducationgraduatingfromnatural,percentageofgraduatesfromtertiaryeducationgraduatingfromservice,percentageofgraduatesfromtertiaryeducationgraduatingfromsocials,percentageofgraduatesfromtertiaryeducationgraduatingfromprogram,percentageoftotalaidtoeducationallocatedtoleastdevelopedcountri
0,Afghanistan,2005,AFG,0,0,0,0,0,2525,3924,5188,4716,85285,38913,46372,13000,61321,41051,0,0,47,14.90999985,10.78199959,11.4289999,0.12873553,0,0,0,200,100,0,0,0,13.6,12.5,9.94828987,0,0,0,0,15.71056557,19.49013888,15.1446085,Afghanistan,AFG,2005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.61681,9.00686,0.32642,27.59325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Afghanistan,2006,AFG,0,0,0,0,0,2698,3950,5153,4996,83559,38073,45486,13000,60571,41042,0,0,43,14.43099976,10.63399982,11.22399998,0.36553812,0,0,0,200,100,0,0,0,18.6,17.5,10.62276554,0,0,0,83,18.48848534,30.87218903,20.13145256,Afghanistan,AFG,2006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.25587,14.8405,0.36354,40.82196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Afghanistan,2007,AFG,0,0,0,0,0,2899,4080,5208,5268,81572,37152,44420,13000,59600,40923,0,0,39,14.72399998,10.3760004,11.04599953,0.75308651,0,0,0,200,100,0,0,0,0,0,9.90467453,0,0,0,0,16.17664719,31.25033095,16.59575081,Afghanistan,AFG,2007.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.49334,15.32682,0.37504,40.86763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,Afghanistan,2008,AFG,0,0,0,0,0,3101,4355,5376,5477,79334,36108,43226,12000,58432,40706,0,0,40,14.15400028,10.4119997,10.98499966,0.18537898,0,0,0,500,100,0,0,0,22.8,15.2,10.25649548,0,0,0,0,18.47561455,53.41716823,23.19308472,Afghanistan,AFG,2008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.27289,2.49699,0.62527,3.99347,38.19398,22.53381,0.4255,52.95837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Afghanistan,2009,AFG,0,0,0,0,0,3252,4817,5682,5551,76979,35027,41952,12000,57037,40357,0,0,44,14.91100025,10.75,11.38700008,0.07316807,0,0,0,500,100,0,0,0,0,0,9.81848717,0,0,0,0,21.8033886,21.4300126,30.91357231,Afghanistan,AFG,2009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23639,3.77498,1.41213,5.97378,2.94064,1.78647,0.44488,4.01562,44.42038,28.58368,0.48135,59.38227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Afghanistan,2010,AFG,0,0,0,0,0,3299,5487,6170,5455,74524,33902,40622,11000,55545,39734,0.054,0.36,43,14.81499958,10.87899971,11.48400021,0.17126992,50.2,10.7,39.2,500,100,0,0,0,21.8,19.9,8.56967163,0,0,8.6,0,15.52872467,33.48490081,21.35536575,Afghanistan,AFG,2010.0,17.06756,3.47945,0.0,0.0,1737.08234,551.72194,2126.18774,537.00997,0.0,0.0,0.0,0.0,4.71624,2.97546,0.46937,6.33927,50.56725,33.30268,0.49785,66.89291,0.0,9.90851,10.99348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,Afghanistan,2011,AFG,17.01783943,45.417099,31.44885063,61.87907028,46.99005127,3243,6400,6919,5192,71996,32720,39276,11000,53977,39160,0,0,44,14.78100014,10.875,11.48799992,0.10517058,0,0,0,500,100,0,0,54.8,21.2,20.3,8.56190681,0,0,0,0,21.13860512,29.50369401,28.95322037,Afghanistan,AFG,2011.0,16.04843,3.46201,0.0,0.0,1771.99935,616.38566,2124.54641,536.59542,0.34565,3.62226,1.82724,5.28638,6.68899,4.02799,0.43929,9.16926,51.75691,36.63596,0.55426,66.09835,0.0,10.29899,10.59883,74.96866,0.0,0.0,0.0,1.27354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Afghanistan,2012,AFG,0,0,0,0,0,3106,7508,7841,4841,69517,31567,37950,10000,52436,38702,0,0,44,14.81999969,10.87199974,11.50800037,0.13647778,0,0,0,500,100,0,0,0,0,13.8,7.89716816,0,0,0,0,21.17189598,21.3142821,30.34958649,Afghanistan,AFG,2012.0,10.3568,2.6042,0.0,0.0,1553.85019,520.88233,1801.93329,455.11321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.61805,38.10794,0.55749,68.35678,0.0,7.45584,7.6467,0.0,0.0,0.0,0.0,1.94761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Afghanistan,2013,AFG,0,0,0,0,0,2908,8773,8920,4414,67069,30409,36660,9600,50916,38042,0,0,43,14.68000031,10.8920002,11.5340004,0.18895136,0,0,0,500,100,0,0,0,0,0,8.80596447,0,0,0,0,22.91737556,28.99420275,37.10423279,Afghanistan,AFG,2013.0,14.1028,3.45446,0.0,0.0,2246.77765,710.27469,2524.12819,637.51755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.57513,37.84849,0.55226,68.53373,0.0,9.41579,9.53921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Afghanistan,2014,AFG,0,0,0,0,0,2662,10052,10036,3950,64829,29370,35459,9300,49416,37620,0,0,43,14.50500011,10.7840004,11.44799995,0.164755,0,0,0,500,100,0,0,0,0,0,9.52887821,0,0,0,0,21.98381996,34.34939678,39.97155762,Afghanistan,AFG,2014.0,14.46593,3.69522,0.0,0.0,2551.85932,756.96205,2773.61108,700.52929,0.276,8.23068,3.48702,12.63402,9.94819,8.69604,0.78194,11.12104,52.5829,37.33299,0.5564,67.09694,0.0,9.83779,10.09635,42.24158,0.0,0.0,7.37385,1.9775,41.78314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Afghanistan,2015,AFG,0,0,0,0,0,2424,11125,11084,3514,62701,28375,34326,8400,47981,37252,0.054,0.35,39,14.42700005,10.68400002,11.38700008,0.21357545,40.6,14.6,44.8,500,100,0,0,0,22.5,19.8,10.10534763,47.9,42.2,0,43.126274,16.44546318,48.59211518,31.45219612,Afghanistan,AFG,2015.0,12.509,3.2558,0.0,0.0,2338.69644,648.13575,2479.25045,626.1828,0.0,0.0,0.0,0.0,8.68637,7.68145,0.79748,9.63216,51.66995,36.75185,0.5579,65.8758,0.0,8.68084,8.71935,0.0,0.0,0.0,6.11453,2.72148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Afghanistan,2016,AFG,0,0,0,0,0,2241,11810,11879,3175,60766,27452,33314,8100,46717,36875,0,0,34,14.31400013,10.5710001,11.31299973,0,36.4,19.5,44.1,500,100,0,0,56.6,0,0,10.96199989,0,0,0,0,18.94781876,35.45230745,39.53007889,Afghanistan,AFG,2016.0,16.2117,4.22836,0.0,0.0,3185.23146,818.72146,3292.61799,831.61456,0.0,0.0,0.0,0.0,8.79763,7.41842,0.73433,10.10232,51.65594,37.30253,0.57128,65.29603,0.0,10.34081,11.98575,0.0,0.0,0.0,8.51649,3.42164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Afghanistan,2017,AFG,0,0,0,0,0,2118,12172,12527,2931,59005,26633,32372,7700,45625,36453,0,0,30,14.09000015,10.41600037,11.18400002,0.26681617,0,0,0,500,100,0,0,0,0,0,11.77723598,0,0,0,0,19.42013359,30.19267731,44.31379318,Afghanistan,AFG,2017.0,15.66138,4.05887,0.0,0.0,3244.88167,819.55782,3244.88167,819.55782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.6432,38.60254,0.56842,67.91249,0.0,10.25174,11.3072,0.0,0.0,0.0,0.0,3.71601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Afghanistan,2018,AFG,29.80521011,55.47544861,43.01971817,74.08480072,65.42054749,2030,12310,12990,2744,57394,25852,31542,0,44503,35934,0.055,0.36,29,13.90600014,10.2869997,11.05700016,0,0,0,0,500,200,0,0,0,0,0,9.39572716,0,0,0,57.5,16.44491768,48.59419465,30.65452385,Afghanistan,AFG,2018.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34523,9.68642,4.90508,14.2081,6.27012,4.48876,0.56375,7.96226,55.42521,39.9984,0.57098,70.05276,0.0,0.0,0.0,0.0,0.0,0.0,7.55121,4.45812,49.81625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Afghanistan,2019,AFG,0,0,0,0,0,1961,12368,13461,2584,55797,25080,30717,0,43424,35384,0,0,26,14.00399971,10.33100033,11.11800003,0,0,0,0,500,200,0,0,0,0,0,0,0,0,9.2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Afghanistan,2020,AFG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.06200027,10.36499977,11.16399956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Albania,2005,ALB,0,0,0,0,0,100,163,191,100,716,285,431,9,416,230,2.96,12.41,0.39,16.91900063,16.12700081,16.45999908,0.01653893,0,0,0,0,0,0,0,97.1,60.1,25,6.33554173,0,0,0,3.4,5.3987956,40.68228975,19.57231712,Albania,ALB,2005.0,11.35797,3.28155,0.0,0.0,579.63125,264.23271,811.1799,281.92607,1.31113,23.18983,27.35053,18.841,0.0,0.0,0.0,0.0,77.90939,76.50584,0.96543,79.24535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,Albania,2006,ALB,0,0,0,0,0,94,159,187,92,637,254,383,7,377,214,0,0,0.35,16.6439991,15.86900043,16.19599915,0.06049947,0,0,0,0,0,0,0,0,0,0,6.00927687,0,0,0,39.5,6.06361103,46.53993274,23.35253525,Albania,ALB,2006.0,10.93295,3.19146,0.0,0.0,626.38917,283.91473,835.45736,290.36372,1.25382,26.63714,30.42745,22.70437,0.0,0.0,0.0,0.0,79.18955,78.145,0.97463,80.17894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5902,2.29574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,Albania,2007,ALB,0,0,0,0,0,89,155,184,84,568,227,341,7,337,198,0,0,0.52,16.39900017,15.64799976,15.9659996,0.02899968,0,0,0,0,0,0,0,0,0,0,6.31683397,0,0,0,0,5.46033096,51.64700728,24.56817818,Albania,ALB,2007.0,11.17719,3.27593,0.0,0.0,707.90401,349.78143,908.85169,315.87196,1.27065,30.68713,35.46488,25.86625,0.0,0.0,0.0,0.0,82.20059,81.87089,0.99227,82.50895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.63228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,Albania,2008,ALB,94.68180847,97.30619812,95.93863678,98.537117,98.83120728,84,152,179,76,510,205,305,7,298,183,0,0,0.53,13.75199986,12.54899979,13.06000042,0.32599965,0,0,0,0,0,0,0,0,0,0,5.139081,0,0,0,0,2.72849321,54.44400954,11.32504749,Albania,ALB,2008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.23839,32.0928,36.48628,27.78814,0.0,0.0,0.0,0.0,84.12509,84.0772,0.9989,84.16939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.74341,10.49158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,Albania,2009,ALB,0,0,0,0,0,80,149,174,69,461,187,274,7,263,171,0,0,0.17,15.73400021,12.20600033,13.67399979,0.37091237,0,0,0,0,0,12.6,49.8,90.9,69.3,10.6,4.60224104,84.4,12.9,0,37.1,2.06982613,6.699121767,8.2682476,Albania,ALB,2009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.26673,33.38555,38.66989,28.35564,0.0,0.0,0.0,0.0,85.69499,87.10308,1.03197,84.40454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8186,14.32697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,Albania,2010,ALB,0,0,0,0,0,75,147,167,62,420,172,248,7,237,161,2.98,12.47,0.29,15.88099957,12.76200008,14.08600044,0.44173938,3.3,5.3,91.3,0,0,0,0,0,0,0,4.74581575,0,0,4.5,0,2.51306105,52.62212033,11.34654617,Albania,ALB,2010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.26223,44.54925,51.57109,38.04778,0.0,0.0,0.0,0.0,88.10389,88.35548,1.00547,87.87483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.14436,19.13657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,Albania,2011,ALB,95.69148254,98.00816345,96.84529877,98.73136139,98.7911911,69,144,163,55,384,158,226,8,222,156,0,0,0.29,13.76200008,13.27400017,13.48099995,0.36221075,0,0,0,0,0,0,0,0,0,0,4.79532719,0,0,0,0,1.10563171,40.60481878,5.36877489,Albania,ALB,2011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27293,49.8787,58.23014,42.33717,0.0,0.0,0.0,0.0,89.79816,89.39914,0.99156,90.16002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6148,20.2807,13.78547,86.21453,5.40658,8.04912,35.98021,10.03211,7.04678,19.11829,2.22164,4.51705,1.01102,6.6172,0.0,0.0
23,Albania,2012,ALB,96.13607025,98.35260773,97.24697113,99.37597656,99.23139954,63,137,157,50,355,148,207,6,214,152,0,0,0.29,11.46700001,14.78100014,13.3760004,0.20385487,0,0,0,0,0,0,0,0,0,0,5.05526161,0,0,0,0,1.03252077,36.22342507,5.46851921,Albania,ALB,2012.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.28419,59.25201,69.71962,49.90621,0.0,0.0,0.0,0.0,92.28983,91.11264,0.97586,93.36662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.25773,21.501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,Albania,2013,ALB,0,0,0,0,0,57,128,149,45,331,139,192,6,211,148,0,0,0.29,13.34500027,17.63599968,15.86600018,0.14006858,0,0,0,0,0,0,0,0,0,0,5.38559914,0,0,0,0,1.24365366,41.02887717,7.05906582,Albania,ALB,2013.0,12.12391,3.5393,15.49025,5.38364,1083.16558,452.18862,1188.39672,413.02801,1.28941,64.63443,76.31651,54.22968,0.0,0.0,0.0,0.0,96.25608,94.19866,0.95973,98.15081,0.0,0.0,5.86682,12.85084,0.0,0.0,0.0,7.76118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,Albania,2014,ALB,0,0,0,0,0,53,116,138,41,314,132,182,6,210,143,0,0,0.29,15.15299988,19.0890007,17.48999977,0.14262114,0,0,0,0,0,0,0,0,0,0,5.50349331,0,0,0,0,0.72081369,59.61881301,4.45542336,Albania,ALB,2014.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.30338,65.78297,78.31959,54.55885,0.0,0.0,0.0,0.0,97.68487,94.78689,0.94445,100.36199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.26905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,Albania,2015,ALB,0,0,0,0,0,49,104,126,38,301,128,173,5,213,140,2.53,10.92,0.29,17.09799957,17.06800079,17.07999992,0.13107376,2.9,4,93.1,0,0,0,0,0,0,0,4.89632177,0,0,0,0,0.92881185,53.0440006,5.28561544,Albania,ALB,2015.0,11.3177,3.43797,5.97259,2.07578,1154.97477,391.47614,1200.92375,417.38178,1.29878,62.00762,73.53012,51.56088,0.0,0.0,0.0,0.0,97.38848,95.12266,0.95622,99.47831,0.0,29.84569,6.78368,12.88118,0.0,0.0,0.0,0.0,0.0,18.14513,81.85487,4.35376,11.65752,29.32483,12.02552,7.80828,14.67577,5.05416,5.28268,2.32082,7.49666,0.0,0.0
27,Albania,2016,ALB,0,0,0,0,0,45,94,114,35,294,125,169,5,221,137,0,0,0.29,14.57299995,15.67800045,15.22000027,0.14689514,2.9,4,93.1,0,0,0,0,0,0,0,4.91601992,0,0,0,0,1.19822311,65.14003749,6.96590042,Albania,ALB,2016.0,13.59696,3.96209,23.30414,8.09937,1367.77719,469.95096,1429.88147,496.95618,1.32128,58.38185,70.07677,47.56265,0.0,0.0,0.0,0.0,95.715,94.23857,0.97086,97.06753,0.0,0.0,9.82258,14.64597,1.55842,31.94386,0.0,0.0,0.0,17.72032,82.27968,4.12656,11.64685,28.07448,10.34786,8.57394,15.50607,4.48512,4.66126,2.03183,10.54601,0.0,0.0
28,Albania,2017,ALB,0,0,0,0,0,42,85,104,33,290,124,166,5,232,137,0,0,0.29,12.56299973,14.59000015,13.75,0.1471687,0,0,0,0,0,0,0,0,0,0,5.01059723,0,0,0,0,2.05901504,78.10350579,13.29034233,Albania,ALB,2017.0,12.3908,3.61172,26.78574,9.3094,1352.99867,470.23552,1352.99867,470.23552,1.34488,57.37526,69.81036,45.73384,0.0,0.0,0.0,0.0,95.26589,94.7129,0.98903,95.76336,0.0,34.19549,7.98132,13.79124,0.0,0.0,0.0,0.0,0.0,19.35248,80.64752,2.37538,11.42044,29.55,9.61988,8.42796,13.70284,6.0075,4.91702,1.87946,12.09952,0.0,0.0
29,Albania,2018,ALB,97.76112366,98.51361847,98.14115143,99.05000305,99.33000183,38,77,94,32,289,124,165,0,243,137,2.68,11.63,0.29,11.22900009,13.12699986,12.34000015,0.16873735,0,0,0,0,0,0,0,64.6,46,3.7,5.26271439,75.2,6,0,36.5,1.34841347,72.70364138,9.40255356,Albania,ALB,2018.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36299,54.96133,67.57861,43.04797,0.0,0.0,0.0,0.0,95.43233,95.70465,1.00539,95.19122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.79378,17.68677,20.62859,79.37141,4.00513,10.22982,28.36212,9.73755,9.56861,14.04561,6.75774,4.30223,2.72931,10.26186,0.0,0.0
30,Albania,2019,ALB,0,0,0,0,0,35,70,86,31,290,124,166,0,251,137,0,0,0.29,11.60400009,12.84599972,12.33100033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,Albania,ALB,2019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35992,59.7785,73.34053,46.94404,0.0,0.0,0.0,0.0,95.08659,95.65993,1.01136,94.58517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.46296,18.53096,18.82147,81.17853,3.21,10.73629,27.83812,10.67037,9.38351,15.41085,5.34522,4.09275,2.80302,10.50987,0.0,0.0
31,Albania,2020,ALB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.18999958,13.25500011,12.81299973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Algeria,2005,DZA,0,0,0,0,0,1675,2294,2967,1719,19390,8830,10560,880,13736,10706,0.22,1.39,8.8,18.0340004,14.78299999,15.27000046,0,0,0,0,200,100,0,0,0,0,0,3.2351613,0,0,0,0,0.0793326,63.89066168,0.28288755,Algeria,DZA,2005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.21791,20.87286,23.47705,18.36111,0.0,0.0,0.0,0.0,78.98921,82.67048,1.09558,75.45842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,Algeria,2006,DZA,63.91878891,81.28404236,72.64868164,94.38147736,91.7796402,1576,2250,2921,1600,19542,8945,10597,890,14325,10860,0,0,8.6,16.05500031,11.58199978,12.27000046,0,0,0,0,200,100,0,0,0,61.4,53.9,3.35510325,0,74.65374,0,6.9,0.05226555,52.99112385,0.19955096,Algeria,DZA,2006.0,0.0,0.0,358.38289,125.4831,0.0,0.0,0.0,0.0,1.20449,21.33784,23.81839,18.94768,0.0,0.0,0.0,0.0,79.88453,83.56092,1.09434,76.35753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,Algeria,2007,DZA,0,0,0,0,0,1476,2222,2878,1506,19756,9058,10698,920,14896,10962,0,0,8.6,20.02300072,12.61999989,13.78999996,0,0,0,0,200,100,0,0,0,0,0,3.82141781,0,0,0,0,0.0663327,70.43989088,0.30156997,Algeria,DZA,2007.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.28249,23.60133,27.56121,19.77541,0.0,0.0,0.0,0.0,70.31386,73.11961,1.08138,67.61721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15687,0.0,25.3828,73.7584,1.80414,18.20535,28.71147,1.17419,13.31719,5.19523,4.09843,7.96718,0.34119,18.32684,0.8588,0.0
35,Algeria,2008,DZA,67.54875183,82.6158371,75.13604736,95.74706268,93.76732635,1376,2181,2822,1435,19967,9214,10753,950,15300,11008,0,0,8.1,18.25300026,9.984999657,11.32999992,0,0,0,0,200,100,0,0,0,0,0,4.20188236,0,0,0,0,0.03671308,46.95810082,0.18848401,Algeria,DZA,2008.0,11.42835,4.33702,0.0,0.0,19044.66904,7416.33862,16004.19952,5603.66208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.70108,78.17738,1.03848,75.28034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
