country_name,year,literacy_rate_adult_female_of_females_ages_15_and_above,literacy_rate_adult_male_of_males_ages_15_and_above,literacy_rate_adult_total_of_people_ages_15_and_above,number_of_deaths_ages_1014_years,number_of_deaths_ages_1519_years,number_of_deaths_ages_2024_years,number_of_deaths_ages_59_years,number_of_infant_deaths,number_of_infant_deaths_female,number_of_infant_deaths_male,number_of_maternal_deaths,number_of_neonatal_deaths,number_of_stillbirths,unemployment_female_of_female_labor_force,unemployment_male_of_male_labor_force,unemployment_total_of_total_labor_force,year,expenditureoneducationasoftotalgovernmentexpenditure,governmentexpenditureoneducationasofgdp,governmentexpenditureoneducationnotspecifiedbylevel_constantppp,governmentexpenditureoneducationnotspecifiedbylevel_constantusm,governmentexpenditureoneducation_pppmillions,governmentexpenditureoneducation_usmillions,governmentexpenditureoneducation_constantpppmillions,governmentexpenditureoneducation_constantusmillions,grossenrolmentratiofortertiaryeducation_adjustedgenderparityind,grossenrolmentratiofortertiaryeducation_bothsexes,grossenrolmentratiofortertiaryeducation_female,grossenrolmentratiofortertiaryeducation_male,grossenrolmentratio_postsecondarynontertiary_bothsexes,grossenrolmentratio_postsecondarynontertiary_female,grossenrolmentratio_postsecondarynontertiary_genderparityindexg,grossenrolmentratio_postsecondarynontertiary_male,grossenrolmentratio_secondary_bothsexes,grossenrolmentratio_secondary_female,grossenrolmentratio_secondary_genderparityindexgpi,grossenrolmentratio_secondary_male,initialgovernmentfundingperpreprimarystudentasapercentageofgdpp,initialgovernmentfundingperprimarystudentasapercentageofgdpperc,initialgovernmentfundingpersecondarystudentasapercentageofgdppe,initialgovernmentfundingpertertiarystudentasapercentageofgdpper,initialhouseholdfundingpersecondarystudentasapercentageofgdpper,initialhouseholdfundingpertertiarystudentasapercentageofgdpperc,percentageofenrolmentinpostsecondarynontertiaryeducationinpriva,percentageofenrolmentinsecondaryeducationinprivateinstitutions,percentageofenrolmentintertiaryeducationinprivateinstitutions,percentageofgraduatesfromscience_technology_engineeringandmathe,percentageofgraduatesfromprogrammesotherthanscience_technology_,percentageofgraduatesfromtertiaryeducationgraduatingfromagricul,percentageofgraduatesfromtertiaryeducationgraduatingfromartsand,percentageofgraduatesfromtertiaryeducationgraduatingfrombusines,percentageofgraduatesfromtertiaryeducationgraduatingfromeducati,percentageofgraduatesfromtertiaryeducationgraduatingfromenginee,percentageofgraduatesfromtertiaryeducationgraduatingfromhealtha,percentageofgraduatesfromtertiaryeducationgraduatingfrominforma,percentageofgraduatesfromtertiaryeducationgraduatingfromnatural,percentageofgraduatesfromtertiaryeducationgraduatingfromservice,percentageofgraduatesfromtertiaryeducationgraduatingfromsocials,percentageofgraduatesfromtertiaryeducationgraduatingfromprogram,percentageoftotalaidtoeducationallocatedtoleastdevelopedcountri
Brazil,32200,1190.51337434,1184.134552,1187.46102905,79081.0,300291.0,412317.0,57905.0,734013.0,314043.0,419970.0,25500.0,480921.0,378420.0,183.26799965299998,120.15900088,147.10699843199998,28161.0,190.57939,72.96261999999999,0.0,0.0,2033450.68554,1409784.84145,2106892.4679199997,1440216.1701500001,6.140499999999999,172.83665000000002,195.35074000000003,150.4946,132.07478,151.63448999999997,6.682460000000001,113.65215,485.11097,511.63217,5.565580000000001,459.70979,84.8328,230.33293999999998,239.20916,364.16596000000004,0.0,0.0,354.23778000000004,174.0858,873.9957499999999,172.41539,991.33196,25.22335,35.86624,410.5605,259.97693,99.82138,168.21622000000002,42.26021,30.333789999999997,29.67385,61.81492000000001,36.25264,0.0
Bulgaria,32200,97.98390198,98.74723053,98.35244751,1180.0,2771.0,4465.0,1071.0,8593.0,3708.0,4885.0,108.0,4861.0,6693.0,125.06600021800001,139.49899912,132.79500055100002,28161.0,117.59107,39.303940000000004,0.0,0.0,42843.70182,19293.07782,50705.73494,19773.99451,16.91127,843.2948299999999,944.9832799999997,747.6174700000001,19.869480000000003,19.865360000000003,12.77158,19.866889999999998,1328.6149899999998,1303.13812,13.486450000000001,1352.6760599999998,282.4461,210.00839,210.97908999999999,191.14543,0.0,163.82862,971.3895699999999,31.67676,247.23268000000002,269.16238,1030.7562999999998,23.151360000000004,89.17735999999998,446.67444,88.11641,199.82638000000006,92.26605,35.17896,34.157050000000005,89.32542000000001,202.04522,0.08132,0.0
Burundi,32200,159.02253723,199.01172257,177.97287749999998,36935.0,32707.0,31979.0,62323.0,308124.0,136136.0,171988.0,32200.0,150414.0,158199.0,18.68599993,33.621999738999996,25.846000193000002,30180.0,210.25108,67.94246,165.74739,62.778380000000006,4645.312800000001,1629.60275,5315.80743,2013.4121700000003,4.70259,44.3323,23.113619999999997,49.734539999999996,0.0,0.0,0.0,0.0,447.91956999999996,425.7396799999999,12.0609,470.23973,0.5428999999999999,81.97388000000001,198.96833999999998,1828.88506,85.20695,245.27269,0.0,120.0154,553.50032,76.51149,317.30833,7.16797,24.594160000000002,121.68224000000001,41.20104,17.51792,83.33977999999999,24.14041,34.85316,4.24635,35.0768,6.18019,0.0
Cambodia,32200,285.51109314,340.26672364,311.59083557,12481.0,22036.0,28006.0,23534.0,186468.0,80307.0,106161.0,11210.0,107642.0,87007.0,12.969999998,11.291000066000002,12.103000016,28164.0,68.36912000000001,13.99315,0.0,0.0,6144.34058,2059.6788500000002,6509.89542,2295.58039,7.23808,120.82464,98.26839999999999,143.00904,12.5337,8.67597,2.08114,16.288690000000003,127.64502999999999,115.24137000000002,2.47508,139.52041000000003,17.315,30.68016,0.0,20.63378,0.0,263.99055,217.82729999999998,3.20046,377.03644,49.890420000000006,237.11768,6.04158,36.642649999999996,117.46687,11.09133,14.785770000000001,8.75385,24.505989999999997,10.598659999999999,5.72969,51.39169,12.99191,0.0
Cameroon,32200,199.40783309,239.90568542,219.04148864,73643.0,89636.0,115550.0,155610.0,770950.0,341935.0,429015.0,62500.0,367479.0,265246.0,66.332000733,50.413000106,57.934000254,28161.0,232.83554,40.04551,3.6488199999999997,1.46291,25448.506129999998,11490.74158,27873.378560000005,11175.211290000001,11.00554,161.21381000000002,142.55738000000002,179.75399999999996,22.35084,26.464530000000003,11.111070000000002,18.26856,490.0388,445.85964,9.10477,533.7460599999999,33.9778,47.34053,187.19442,312.06423,71.02296,264.53672,94.98095,247.41890999999998,149.77316,64.99463,233.30537,1.59412,22.961779999999997,113.13281999999998,18.56362,14.8037,4.37493,7.5181700000000005,42.67276,0.08431,72.59379,1.7,0.0
Canada,32200,0.0,0.0,0.0,3635.0,12247.0,19595.0,2542.0,26790.0,12063.0,14727.0,541.0,20518.0,16502.0,99.09499979,114.971999645,107.49399995800002,28161.0,73.55533,29.69778,0.0,0.0,377777.08024000004,413666.85983999993,424243.37315,386292.03824,15.155809999999999,780.7440499999999,902.2944499999999,665.18299,0.0,0.0,0.0,0.0,1495.41301,1490.3186899999998,13.89928,1500.28246,0.0,17.52583,18.32883,371.81514000000004,0.79599,39.6368,0.0,93.66853,0.0,104.85829,382.28464999999994,8.392009999999999,52.25969,128.2478,34.50056,57.08152,70.79808,13.993020000000001,33.78375,14.59931,73.48722,12.857050000000001,521.14652
Chad,32200,27.88863945,70.24699211,48.31454086,59755.0,76111.0,71598.0,115338.0,685808.0,307806.0,378002.0,90800.0,320515.0,263874.0,21.266999958999996,30.235000016,26.187000036,30180.0,80.45356999999998,15.75803,189.79457000000002,79.64141000000001,3299.5422599999997,1700.43931,3339.85316,1401.46578,1.28443,16.36872,5.31847,27.339730000000003,2.95899,1.3544100000000001,0.59838,4.549239999999999,316.24854000000005,194.81017000000003,6.6774700000000005,436.5950700000001,8.14207,41.533609999999996,123.19196,819.37282,84.22512,19.20798,2.57092,174.18241,139.87221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chile,32200,677.56253814,679.37821198,678.45176698,3517.0,9643.0,14097.0,2778.0,25719.0,11477.0,14242.0,586.0,18865.0,12718.0,146.873002522,109.63500118200001,124.317999846,28161.0,220.83431000000002,50.62567,0.0,0.0,175253.54399000003,112894.08148999998,191367.83995,121298.63792999998,15.002110000000002,999.8924999999998,1043.97023,957.1874599999999,0.0,0.0,0.0,0.0,1337.21653,1348.63028,14.246199999999998,1326.1932199999999,218.11439,191.43868000000003,199.30348,196.07218,50.15613,261.0575,0.0,818.98976,1066.8602300000002,257.88832,942.06232,28.849410000000002,50.71902999999999,276.30697,192.09637,195.33477,231.605,42.187940000000005,20.365609999999997,91.57317,70.91236,0.04936,0.0
China,32200,187.8705597,195.94599915,191.96537018,319381.0,558016.0,912675.0,331957.0,3187816.0,1369849.0,1817967.0,79000.0,1998939.0,2384878.0,62.377999784000004,79.610000133,72.01400041699999,30180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.22658,503.89306000000005,536.2921699999999,474.98338,25.12316,21.92452,3.20627,27.96809,403.45376,404.61968,5.02532,402.40949,0.0,0.0,0.0,0.0,0.0,0.0,104.42632,146.37425999999996,99.52949000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colombia,32200,1031.09149933,1027.90299987,1029.5535125699998,19199.0,64590.0,96860.0,14990.0,171047.0,73572.0,97475.0,8330.0,108487.0,92987.0,210.04600049000004,124.846001626,160.822999948,28161.0,218.03825,61.85493,4946.0654700000005,2203.4227499999997,338982.38972,177347.16017999998,364178.61546999996,162237.93395999997,15.421960000000002,619.16785,655.56886,583.99932,4.5503100000000005,7.251729999999999,22.38611,1.95005,1310.61404,1366.89747,15.23971,1256.5909000000001,38.97038,203.67576,197.22522999999998,267.74819,66.53859,233.04702000000003,2.7066500000000002,303.61187,662.7007700000001,161.47512999999998,538.26888,12.795959999999997,25.098529999999997,314.00307,65.84438,119.13028999999999,50.39011,31.517920000000004,10.826929999999999,24.04466,46.09214,0.25599,0.0
Croatia,32200,98.66590881,99.62970734,99.12535858,414.0,1311.0,2105.0,378.0,2838.0,1255.0,1583.0,46.0,2092.0,2057.0,204.77400113000002,177.653000826,190.109999661,28161.0,62.84765999999999,29.513019999999997,777.9068199999999,392.30153999999993,26740.333140000002,18090.23683,31471.25394,15871.0802,17.387829999999997,808.97896,926.31144,696.51752,0.0,0.0,0.0,0.0,1375.9919300000004,1404.9866999999997,14.586899999999996,1348.4006599999998,142.05047,41.48616,0.0,172.70891,0.0,40.80725999999999,0.0,24.795950000000005,91.10579000000001,248.84999000000002,851.15001,40.27814,107.13459,366.13734999999997,63.43622,157.70191,98.54701,39.49736,51.650710000000004,105.74735999999999,69.86935,0.0,0.47077
Cuba,32200,99.79988098,99.70606232,99.75253296,2231.0,4523.0,6429.0,1831.0,8614.0,3711.0,4903.0,629.0,5005.0,13306.0,38.48699975,32.921999813999996,35.062000276,30180.0,0.0,71.50441,0.0,0.0,0.0,41189.183,0.0,54473.26993,17.91281,966.79156,1156.33288,706.13685,48.19504,71.69368,44.21371,26.06733,1434.49583,1444.4727899999998,15.20187,1425.07179,136.03606,257.90279,300.20763999999997,128.62358,0.61393,0.0,0.0,0.0,0.0,8.74986,50.11445,1.85874,1.52757,5.52913,4.65252,5.18823,26.34048,2.78729,0.77434,4.75479,5.45121,41.1357,0.0
Cyprus,32200,98.1162262,99.28614807,98.67842865,126.0,424.0,761.0,146.0,516.0,232.0,284.0,14.0,355.0,566.0,145.998999102,139.728000162,142.44899964599998,28161.0,194.74414000000002,77.12695000000001,0.0,0.0,20570.52744,18054.26786,23363.73725,16293.905270000001,15.252590000000001,723.33115,764.36491,683.44222,6.356260000000001,2.3683799999999997,1.1568100000000001,10.191089999999999,1364.4155600000001,1367.565,14.06757,1361.4621400000003,155.52927999999997,340.06126000000006,434.83623,475.61213,130.39700000000002,12.579460000000001,0.0,235.35612,923.33006,204.36389,1095.63611,6.26939,113.78561,506.16237,187.67367000000002,108.43601000000001,88.19443,54.00243,41.92544000000001,105.54905,88.00159000000001,0.0,0.0
Denmark,32200,0.0,0.0,0.0,432.0,1292.0,1857.0,368.0,3295.0,1403.0,1892.0,41.0,2806.0,2009.0,93.127999067,88.99199914999998,90.94400143600001,28161.0,163.35330000000002,87.5836,6214.993539999999,6449.3218,209927.15018000003,283446.78923,253840.12752000004,263410.8403,18.025989999999997,1104.32125,1294.42888,922.5533099999999,7.3909,4.02676,3.12604,10.615779999999999,1741.13753,1763.1808999999998,14.3496,1720.2999,197.44965,273.71112,332.81062,541.7321900000001,3.0809800000000003,5.78092,0.0,180.66631999999998,25.372499999999995,280.95819,1118.68439,24.06236,177.79505999999998,339.73923,102.448,162.77657000000002,304.56519,56.13371000000001,62.047909999999995,42.94008,127.13445,0.35741,278.27548
Djibouti,32200,0.0,0.0,0.0,1656.0,3405.0,4906.0,2810.0,18782.0,8420.0,10362.0,807.0,11384.0,10235.0,169.49400042999997,166.81799984,167.87299919,30180.0,130.11003000000002,44.43207,6.34408,0.0,679.76126,646.75641,673.2895599999999,0.0,5.043620000000001,22.81411,19.101979999999998,26.29017,4.28113,2.71792,3.4530900000000004,5.71073,561.7675200000001,530.4875499999999,12.25291,590.39257,0.0,92.63089,31.06575,193.01456,0.0,0.0,0.0,168.32930000000002,0.0,46.46782,53.53218,0.0,30.76923,17.26845,0.0,18.68132,0.0,7.37834,20.40816,5.49451,0.0,0.0,0.0
Ecuador,32200,1008.6780776800001,1035.05926511,1021.3952179,10118.0,20231.0,29593.0,8460.0,72676.0,30902.0,41774.0,3160.0,43268.0,52577.0,74.686000584,50.553999424,60.123999357,28161.0,85.78789,33.484140000000004,0.0,0.0,53880.90858,28755.68278,58703.90684000001,31396.08062,3.5175300000000003,163.80638,135.37378999999999,111.97712,0.0,0.0,0.0,0.0,1187.48914,1209.89894,13.470889999999999,1165.9625,239.85189000000003,95.49949,44.82298999999999,139.20148999999998,0.0,0.0,0.0,393.1005,158.62832,72.16322,416.13676999999996,15.576080000000001,12.291249999999998,185.50578,104.31230000000002,41.77204,56.161460000000005,23.02688,7.3643,12.17518,30.11474,11.70001,0.0
Eritrea,32200,123.74726105,159.44564818999999,141.23348999,5218.0,10495.0,15624.0,6707.0,60576.0,25218.0,35358.0,8280.0,34105.0,33363.0,81.57900047400001,86.86799907700001,84.405999659,28161.0,5.16807,2.127,0.0,0.0,96.62223,25.76137,0.0,0.0,2.5625099999999996,16.60201,11.16474,21.98038,28.217989999999997,25.03071,7.06353,31.368979999999997,651.2230999999999,565.6447999999999,9.97484,735.2976799999999,0.0,0.0,0.0,0.0,0.0,0.0,30.181359999999998,70.03989,0.0,29.04854,70.95146,13.32039,2.52427,16.15534,16.38835,23.53398,17.35922,0.34951,5.16505,0.0,5.20388,0.0,0.0
Estonia,32200,99.90947723,99.85897827,99.88578796,172.0,569.0,1204.0,156.0,723.0,318.0,405.0,24.0,429.0,625.0,114.332998743,139.442001344,127.15100098199999,28161.0,159.46384999999998,61.39421,65.34663,39.392799999999994,20730.391980000004,13954.0444,23935.23173,14428.83688,19.20123,978.2433900000001,1209.4495200000001,760.5485699999999,388.10537,509.14659,26.972100000000005,274.05290999999994,1511.42362,1521.33273,14.185229999999999,1502.1068,82.08662,253.94441999999998,254.23026,264.41516,0.69056,12.543089999999998,102.72050000000002,45.40256,1099.97015,351.23386000000005,1048.7661399999997,29.13939,171.50329000000002,370.50392999999997,117.0324,197.33911,162.88193,75.11261,78.78216,85.31827,112.38693,0.0,128.8893
Ethiopia,32200,91.32222176,150.3127365,120.58749771000001,257762.0,354272.0,309105.0,446107.0,2421787.0,1026782.0,1395005.0,243000.0,1723469.0,1474874.0,47.061000346,26.137999891999996,35.792999744999996,22110.0,265.17051,50.159980000000004,0.0,0.0,44309.05077,15432.07415,53288.12718999999,20339.56957,2.8868300000000002,43.5059,26.12933,60.76492999999999,0.0,0.0,0.0,0.0,296.99072,260.40069,7.00569,332.98556,10.31485,48.008070000000004,104.34024,1505.59682,18.7214,92.64264,0.0,32.27933,18.46939,26.51753,173.39795,11.22232,4.74646,70.60562999999999,63.809839999999994,12.884640000000001,15.52169,5.05353,8.57935,0.0,7.49203,0.08451,0.0
Fiji,32200,99.08583069,99.07843781,99.08210754,674.0,1047.0,1532.0,618.0,5814.0,2576.0,3238.0,96.0,2906.0,2747.0,81.47200012200001,59.709999796999995,66.879000188,20102.0,127.03834,33.38554,0.0,0.0,2222.76632,1126.328,3005.98016,1365.6375199999998,1.16233,16.13669,17.6047,14.74693,75.32044,88.37387,4.22945,62.851470000000006,535.39399,559.71592,6.5534300000000005,512.4875,0.0,28.13721,5.69328,0.0,0.0,0.0,1.56782,7.86518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Finland,32200,0.0,0.0,0.0,456.0,1760.0,3042.0,398.0,2028.0,896.0,1132.0,32.0,1387.0,1782.0,121.14800024,130.009999275,125.74399995899999,28161.0,158.67262000000002,84.49813999999999,0.0,0.0,183611.42958,213092.27571000002,210251.62498999998,205095.24112,16.44488,1278.8174500000002,1404.4758899999995,1158.6512100000002,222.97601999999998,249.44124,7.54918,197.69628,1775.04848,1839.4036700000004,14.972920000000002,1713.5167600000002,221.02245,253.93156,375.49298000000005,441.36524,0.0,0.0,110.44741,148.28825,366.75699000000003,285.72593,713.45042,21.00318,127.79065,177.37156000000002,64.88588,195.05437999999998,200.34404999999998,45.81533999999999,44.85619,49.73637000000001,72.31880000000001,0.82365,559.20367
France,32200,0.0,0.0,0.0,5507.0,16187.0,26494.0,4735.0,41695.0,18221.0,23474.0,894.0,27496.0,50963.0,144.831999304,142.042999261,143.329000481,28161.0,9.67858,5.4516,0.0,0.0,163400.4838,141477.13591,163400.4838,141477.13591,16.82796,816.67011,909.7853899999999,726.4607299999999,30.94227,42.44468,29.87261,19.95431,1474.3251699999998,1479.4048,14.09511,1469.48512,18.54804,17.81912,25.93838,30.9594,0.0,0.0,533.84306,359.2673900000001,274.7249,258.56128,736.9706,14.59158,97.65132000000001,338.92976,26.742739999999998,156.44142000000002,150.8295,35.18282,66.93706,30.65551,77.57015000000001,4.46812,187.02047
Gabon,32200,163.30294037,170.72564698,166.95095824999999,4541.0,4504.0,4629.0,4347.0,32818.0,14308.0,18510.0,2180.0,20242.0,13411.0,439.74299812,226.49000072,312.26599694,10060.0,59.617,14.775329999999999,13.215319999999998,6.36726,3942.68823,2522.38066,3884.77447,1871.71992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.62655,4.71526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Georgia,32200,198.80932617,199.10573578,198.95044708,966.0,2052.0,3682.0,904.0,10166.0,4223.0,5943.0,235.0,7639.0,7073.0,234.99699878000004,290.80100440999996,265.5559988,30180.0,106.04739,29.498369999999994,1812.75166,581.18695,10508.92266,3834.7023200000003,12006.764809999999,3849.49316,17.63388,662.8512399999998,725.1675899999999,604.46044,187.35279999999997,257.9319,18.256449999999997,123.06888000000002,1195.56798,1014.46286,10.290099999999997,986.61132,15.24845,32.08088,13.6017,64.05292,0.0,0.0,384.00494,97.23400000000001,415.03872,165.77245,634.16339,18.5512,147.59921000000003,262.06842,22.11614,75.49274000000001,79.60201,28.60412,61.67558,36.53445,67.692,0.06416,0.0
Germany,32200,0.0,0.0,0.0,5506.0,16916.0,25278.0,4666.0,36728.0,16199.0,20529.0,513.0,25267.0,26625.0,91.14200067499999,99.523000247,95.666000607,28161.0,126.87978000000001,57.2124,40836.206459999994,34163.52749,2004856.56624,2020692.91406,2291841.74732,1917352.4025899996,5.91466,404.8075,402.07597000000004,407.41866000000005,177.83820999999998,208.79786999999996,8.419229999999999,148.82084,1418.1106399999999,1384.62773,13.370160000000002,1449.78998,98.63276,203.8328,273.08202,214.78091,0.0,0.0,155.07834,123.39462999999998,55.0412,143.64272,255.60023999999999,7.4246,46.56618,91.40585,42.162679999999995,87.38902,29.15652,18.65259,37.60109,10.01507,28.86934,0.7570399999999999,116.89207000000002
Ghana,32200,139.76908111,161.87348938,150.53671264000002,49968.0,70239.0,67257.0,77588.0,527281.0,228629.0,298652.0,35500.0,343031.0,306181.0,86.232000352,81.711000443,83.859999657,30180.0,332.09828,76.58194999999999,2515.02177,1019.8161799999999,71749.58656000001,29209.451340000003,77895.1892,32346.698680000005,9.021849999999999,167.94029999999995,134.08409,200.36734,0.0,0.0,0.0,0.0,818.7614300000001,787.2696000000001,12.871630000000001,848.89858,43.715090000000004,113.57472999999999,234.38657,1346.7083,49.74550000000001,0.0,0.0,219.30413999999996,191.78791,72.63998000000001,423.83114,13.77064,54.99337,142.30818000000002,144.75802,35.95071,35.79888,9.19094,27.49832,4.50549,27.696559999999998,3.52887,0.0
Greece,32200,468.32170104,484.46305847,476.18566131,914.0,2764.0,5122.0,814.0,5390.0,2402.0,2988.0,38.0,3464.0,4689.0,344.46500111000006,224.36300087399997,275.675999651,26152.0,8.70021,3.96396,0.0,0.0,11139.84114,9822.01221,15222.24553,9906.16028,11.53986,1239.27587,1268.61539,1212.03738,173.218,191.17782,8.475650000000002,156.1206,1236.4380600000002,1205.01869,11.416850000000002,1266.49914,51.70348,58.73136000000001,86.10278,36.386570000000006,41.29302,9.27689,287.67134,56.29540999999999,0.0,307.73969999999997,791.4139399999999,41.83277,139.82791,207.79900999999998,97.08462000000002,175.62772,126.54601000000001,45.366119999999995,86.74587999999999,46.70060999999999,131.62302,0.8463600000000001,57.556239999999995
Grenada,32200,98.59999847,98.58000183,98.59999847,48.0,81.0,105.0,47.0,377.0,169.0,208.0,8.0,266.0,278.0,0.0,0.0,0.0,22132.0,14.04117,3.1738,12.28586,7.69146,57.06803,35.72697,57.06803,35.72697,6.00394,461.32254,512.30051,411.71416000000005,110.91803,115.01404,5.95186,107.07909,1265.15522,1264.55528,10.9993,1265.8003899999999,5.87737,8.18567,10.9042,5.20455,0.0,0.0,700.0,561.32212,500.0,41.90484,244.85861,18.27574,13.81001,19.12907,2.0505199999999997,12.898299999999999,158.67131999999998,9.55595,19.45059,17.37661,15.545359999999999,13.23656,0.0
Guatemala,32200,220.92628478,254.32556915,236.58943175999997,13091.0,34654.0,43638.0,12149.0,165209.0,71541.0,93668.0,6360.0,94753.0,95536.0,56.117000340999994,39.924999832,45.41899943399999,30180.0,286.78146,39.04208,2623.02576,1403.84267,44423.73075000002,21187.70899,45920.31201,24576.538370000002,4.31943,76.87501,80.29063,73.51116999999999,0.0,0.0,0.0,0.0,751.5148000000002,729.4845500000001,14.15325,772.9068,139.48567,139.93151,72.77741,134.18388,62.716730000000005,40.81842,0.0,987.2732500000001,335.97991,37.57318,255.79261000000002,8.852540000000001,2.77034,63.85916,98.83758,27.50335,42.902100000000004,3.28842,6.7814,5.2423399999999996,33.32853,6.63421,0.0
Guinea,32200,34.1541996,80.42988205,57.311580660000004,32217.0,57285.0,57763.0,74008.0,445405.0,199929.0,245476.0,39600.0,211023.0,170044.0,54.526000024,88.58400011099998,70.12699985500001,28161.0,158.10424,27.062060000000006,20.14899,7.13002,5530.106430000001,2178.7008499999997,6052.02141,2175.2331000000004,3.21885,90.78686,46.017149999999994,137.42019000000002,0.0,0.0,0.0,0.0,209.97749,125.77721000000001,2.86234,218.15176,0.0,48.139630000000004,26.864109999999997,806.53694,15.22741,218.65175,0.0,104.74357999999998,154.16024000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Guyana,32200,172.28659057,168.75093841,170.63374328999998,689.0,1437.0,2181.0,498.0,6982.0,2954.0,4028.0,392.0,5193.0,3780.0,237.91700078000002,154.046998976,184.66699982000003,26148.0,171.70558999999997,59.54479,219.63234000000003,112.05268,3191.7068,1534.71821,3342.6995899999997,1771.7589600000001,12.038840000000002,93.85690999999998,125.86603,61.70513999999999,22.774279999999997,27.21134,8.91773,18.41969,629.4046400000001,635.35119,7.12803,623.57749,55.19043,38.28763,50.96383,114.43926,0.0,138.78487,2.79395,29.91832,0.0,117.54717,680.04573,20.9809,19.72463,153.06823,278.39982999999995,60.05584,86.9824,36.43708,21.05425,4.35447,116.53531999999998,2.40709,0.0
Haiti,32200,102.89997101,118.63269806,110.37636948,36814.0,43402.0,53641.0,49297.0,237522.0,104684.0,132838.0,17300.0,114885.0,90293.0,278.31900023000003,194.17200183000003,233.96399975,10080.0,69.4669,14.10126,0.0,0.0,2671.17641,1230.84704,2696.05313,1170.54174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Honduras,32200,774.56438446,776.74550629,775.58470152,7869.0,13019.0,17441.0,7421.0,58838.0,25371.0,33467.0,1940.0,37692.0,31320.0,99.493999719,60.956000089999996,74.738999845,28171.0,93.11661000000001,25.44548,0.0,0.0,11164.724999999999,5290.68941,12317.97179,5434.19112,11.380540000000002,187.79831,217.02809,159.45098,0.0,0.0,0.0,0.0,705.43747,772.7846999999999,14.47598,640.41178,31.692500000000003,41.21731,20.34188,231.54395999999997,0.0,77.50519,0.0,293.30921,348.17597,86.82372,513.1114,17.54264,11.25737,170.57721,214.39794,61.90596,57.53426999999999,17.92036,6.99739,10.67151,31.13043,0.06488,0.0
Hungary,32200,99.09999847,99.16000366,99.09999847,1090.0,2803.0,4117.0,786.0,6600.0,2951.0,3649.0,156.0,4301.0,5048.0,118.827000141,116.7620008,117.69199990400001,28161.0,126.31195,61.873169999999995,8530.3042,4176.453949999999,139591.93151000002,82089.34341,159680.59143,78179.93642999999,17.513530000000003,824.5805899999998,949.61045,705.01278,363.34896,379.42589999999996,14.934669999999999,348.06927999999994,1394.8168600000001,1390.22154,13.90743,1399.1968800000002,256.00815,268.33259,276.82482,317.96121999999997,1.54426,11.09411,439.50953,205.84916,212.57225000000003,242.45161000000004,1052.5773299999998,33.3977,125.99258999999999,387.92061000000007,189.98586999999998,156.39123,110.04903000000003,44.218630000000005,41.84173,83.18358,122.04793,4.971080000000001,18.77264
Iceland,32200,0.0,0.0,0.0,26.0,107.0,137.0,22.0,131.0,59.0,72.0,0.0,83.0,136.0,62.929000138999996,70.855999946,67.125999453,28161.0,216.40556,95.17009,769.67623,987.83184,13529.2942,16615.124470000002,15348.688530000003,19699.09274,20.289489999999997,1059.57849,1374.5926499999998,758.18513,164.59552,118.53813,9.00731,208.41619000000003,1579.8920899999998,1592.3372599999998,14.221969999999999,1567.99943,243.08465,313.67166,260.67784,332.98852,5.580489999999999,0.0,661.3054999999999,162.00042000000002,279.05373000000003,104.83897000000002,595.16103,4.69228,75.22159,175.3675,154.61695,51.45684,93.1474,21.222939999999998,32.159189999999995,10.600370000000002,81.51491,0.0,656.39327
India,32200,175.89189148,236.43583679,206.4300232,1381176.0,2079726.0,2764283.0,1738528.0,15946986.0,7683332.0,8263654.0,693000.0,11442728.0,7600988.0,87.71400022399999,88.069000243,88.00200033100002,30180.0,87.53426,24.49589,0.0,0.0,1160621.2002,337406.49199,1168169.43027,346569.14149,11.59338,318.13808,267.49153,289.08911,11.62946,13.21954,22.652279999999998,10.24562,997.9851799999999,979.2830100000001,14.39885,1014.7554300000002,63.02058,43.31018,109.53787,430.51837000000006,4.66962,13.9717,391.20337,301.86482,398.06201,219.89591000000001,480.10139000000004,5.02394,42.022479999999995,129.68372,59.4813,78.46703000000001,24.9143,41.05470000000001,100.37416,1.9336900000000004,217.04194999999999,0.0027,0.0
