country_name,year,country_code,literacy_rate_adult_female_of_females_ages_15_and_above,literacy_rate_adult_male_of_males_ages_15_and_above,literacy_rate_adult_total_of_people_ages_15_and_above,literacy_rate_youth_male_of_males_ages_1524,literacy_rate_youth_total_of_people_ages_1524,number_of_deaths_ages_1014_years,number_of_deaths_ages_1519_years,number_of_deaths_ages_2024_years,number_of_deaths_ages_59_years,number_of_infant_deaths,number_of_infant_deaths_female,number_of_infant_deaths_male,number_of_maternal_deaths,number_of_neonatal_deaths,number_of_stillbirths,total_alcohol_consumption_per_capita_female_liters_of_pure_alco,total_alcohol_consumption_per_capita_male_liters_of_pure_alcoho,tuberculosis_death_rate_per_100000_people,unemployment_female_of_female_labor_force,unemployment_male_of_male_labor_force,unemployment_total_of_total_labor_force,capital_health_expenditure_of_gdp,cause_of_death_by_communicable_diseases_and_maternal_prenatal_a,cause_of_death_by_injury_of_total,cause_of_death_by_noncommunicable_diseases_of_total,children_014_living_with_hiv,children_ages_014_newly_infected_with_hiv,condom_use_population_ages_1524_female_of_females_ages_1524,condom_use_population_ages_1524_male_of_males_ages_1524,consumption_of_iodized_salt_of_households,contraceptive_prevalence_any_methods_of_women_ages_1549,contraceptive_prevalence_modern_methods_of_women_ages_1549,current_health_expenditure_of_gdp,demand_for_family_planning_satisfied_by_any_methods_of_married_,demand_for_family_planning_satisfied_by_modern_methods_of_marri,diabetes_prevalence_of_population_ages_20_to_79,exclusive_breastfeeding_of_children_under_6_months,external_health_expenditure_of_current_health_expenditure,external_health_expenditure_channeled_through_government_of_ext,external_health_expenditure_per_capita_ppp_current_internationa
Nicaragua,2018,NIC,0,0,0,0,0,258,489,724,183,1984,848,1136,0,1416,1483,2.07,8.48,2,5.261000156,5.162000179,5.199999809,0.36062568,0,0,0,500,100,0,0,0,0,0,8.56453705,0,0,0,0,5.41024399,69.98206578,25.64050102
Niger,2015,NER,0,0,0,0,0,8622,4936,5957,12073,48334,21467,26867,5300,25253,19860,0.16,0.95,19,0.419,0.586000025,0.514999986,0.53346723,63.3,10.5,26.1,3800,500,0,0,0,0,0,7.13803673,0,0,0,0,24.55548859,57.42185352,16.99032974
Niger,2011,NER,0,0,0,0,0,7597,4565,5154,11906,49168,21928,27240,5400,24992,18639,0,0,21,0.217999995,0.393000007,0.317000002,0.13828132,0,0,0,4700,500,0,0,0,0,0,6.6486249,0,0,0,0,10.7340517,55.88466826,5.7040267
Niger,2010,NER,0,0,0,0,0,7312,4484,4995,11858,49810,22251,27559,5500,25077,18416,0.09,0.55,21,0.538999975,0.620000005,0.583999991,0,67.7,9.1,23.2,5000,500,0,0,0,18,0,6.86888981,0,0,3.9,26.9,12.24749374,62.57378876,6.69372845
Nigeria,2010,NGA,0,0,0,0,0,35461,32777,37862,75337,542350,239490,302860,64000,249215,159399,4.59,18.79,55,3.773000002,3.763000011,3.76699996,0.22609136,67,7.4,25.6,170000,28000,0,0,0,0,0,3.29653287,0,0,4.7,0,6.25740051,59.22532179,10.43667221
Norway,2005,NOR,0,0,0,0,0,36,120,171,32,190,83,107,3,131,181,4.33,13.55,0.95,4.191999912,4.548999786,4.381000042,0.56095845,0,0,0,0,0,0,0,0,88.4,82.2,8.32839584,0,0,0,0,0,0,0
Norway,2015,NOR,0,0,0,0,0,26,75,130,22,130,57,73,2,94,155,3.63,11.38,0.22,3.999000072,4.559999943,4.296000004,0.49261242,7.4,5.4,87.2,0,0,0,0,0,0,0,10.13146877,0,0,0,0,0,0,0
Oman,2012,OMN,0,0,0,0,0,59,149,292,65,730,318,412,14,402,447,0,0,0.49,12.2840004,3.21600008,4.531000137,0,0,0,0,0,0,0,0,0,0,0,2.5522778,0,0,0,0,0,0,0
Oman,2005,OMN,0,0,0,0,0,79,166,184,75,604,263,341,10,327,390,0.44,2.33,0.65,8.369000435,4.232999802,4.981999874,0,0,0,0,0,0,0,0,0,0,0,2.5871408,0,0,0,0,0,0,0
Pakistan,2018,PAK,0,0,0,0,0,17726,26702,23032,23341,338766,147151,191615,0,252868,193816,0.11,0.57,20,4.559999943,3.963000059,4.083000183,0,0,0,0,5500,1400,0,0,0,34.2,25,3.20193386,66.4,48.6,0,47.5,0.59929776,0,1.06820226
Pakistan,2015,PAK,0,0,0,0,0,18205,28339,22804,24149,355285,154645,200640,9000,262925,197845,0.088,0.48,23,6.18200016,2.829999924,3.565999985,0,35.3,8.7,56,4000,1200,0,0,0,0,0,2.68711925,0,0,0,0,3.76134562,0,4.81334019
Panama,2005,PAN,0,0,0,0,0,119,258,362,126,1418,614,804,65,981,785,2.24,8.73,7.2,4.940999985,2.933000088,3.677999973,0.45189363,0,0,0,0,0,0,0,0,0,0,6.09434938,0,0,0,0,0.26339495,27.74018004,1.73494327
Panama,2015,PAN,0,0,0,0,0,127,309,424,115,1144,496,648,46,773,669,3.31,12.14,6.2,3.928999901,2.403000116,3.002000093,1.51509941,14.9,9.8,75.3,0,0,0,0,0,0,0,6.8090291,0,0,0,0,0.82860655,91.90790655,12.5462513
Denmark,2016,DNK,0,0,0,0,0,23,69,114,21,206,87,119,2,194,124,0,0,0.31,6.638999939,5.768000126,6.181000233,0.59526289,6.5,3.8,89.7,0,0,0,0,0,0,0,10.14456177,0,0,0,0,0,0,0
Paraguay,2005,PRY,0,0,0,0,0,353,694,915,269,3486,1527,1959,240,2321,2218,2.79,10.45,5.8,6.278999805,3.892999887,4.824999809,0.3275952,0,0,0,500,200,0,0,0,0,0,4.08303881,0,0,0,0,0.7922464,4.217699127,2.31181884
Philippines,2005,PHL,0,0,0,0,0,4804,7296,10217,5534,62159,26608,35551,3700,36991,32718,2.3,9.08,40,4.198999882,3.540999889,3.795000076,0.01343579,0,0,0,100,100,0,0,0,49.3,35.9,3.90041852,0,0,0,0,4.21309376,0,6.99278641
Peru,2010,PER,0,0,0,0,0,1083,1781,2583,1162,9298,4056,5242,620,5728,5433,3.68,11.78,9,3.803999901,3.197999954,3.477999926,0.50410658,22.9,10.5,66.5,1700,500,19.3,0,90.1,74.4,50.5,4.7206192,87.8,59.6,6.2,68.3,1.8927325,32.39478108,8.90151978
Philippines,2006,PHL,0,0,0,0,0,4809,7436,10332,5474,61137,26204,34933,3700,36564,32090,0,0,39,4.329999924,3.875999928,4.052000046,0.00579578,0,0,0,100,100,0,0,0,50.6,35.9,3.94585061,0,0,0,0,3.82878137,0,6.84683323
Philippines,2010,PHL,0,0,0,0,0,4797,8041,10798,5162,58200,24984,33216,3400,35325,29338,2.82,11.14,33,3.789999962,3.486999989,3.605000019,0.06121027,26.8,7.4,65.7,100,100,0,0,0,0,0,4.31276274,0,0,7.7,0,1.79249752,0,4.22733736
Poland,2010,POL,0,0,0,0,0,313,1182,1907,223,2030,899,1131,11,1417,1171,5.33,17.63,1.6,10.02099991,9.322999954,9.637000084,0.46429089,3.9,5.9,90.2,0,0,0,0,0,0,0,6.4190917,0,0,7.6,0,0,0,0
Portugal,2005,PRT,0,0,0,0,0,95,257,462,85,397,176,221,10,255,338,6.41,20.96,3.2,8.640999794,6.65899992,7.581999779,0,0,0,0,0,0,0,0,0,0,0,9.43935204,0,0,0,0,0.02004503,0,0.43034321
Portugal,2010,PRT,0,0,0,0,0,71,168,277,60,297,131,166,9,204,256,5.88,19.9,2.1,11.86200047,9.75399971,10.77000046,0,9.1,4.3,86.6,0,0,0,0,0,0,0,9.83691692,0,0,9.7,0,0.02603547,0,0.69864553
Romania,2005,ROU,0,0,0,0,0,348,1082,990,339,3407,1465,1942,78,1883,1246,7.62,24.66,8.4,6.427000046,7.781000137,7.173999786,0.01042313,0,0,0,2100,100,0,0,0,69.8,50.5,5.52778149,0,0,0,0,0.41810927,0,2.21275496
Romania,2015,ROU,0,0,0,0,0,231,460,671,199,1500,647,853,41,839,711,5.45,18.37,5.4,5.852000237,7.535999775,6.811999798,0,4.1,3.5,92.4,200,100,0,0,0,0,0,4.94264841,0,0,0,0,0,0,0
Romania,2010,ROU,0,0,0,0,0,286,676,1232,250,2290,985,1305,58,1176,888,6.75,21.78,7.3,6.177000046,7.568999767,6.959000111,0.12598273,3.5,4.4,92.2,1100,100,0,0,0,0,0,5.76906252,0,0,6.9,0,0.08039403,0,0.78504753
Rwanda,2015,RWA,0,0,0,0,0,1491,1604,2067,1995,11346,5078,6268,1000,6649,6951,3.64,15.24,4.9,1.215000033,1.067999959,1.143000007,0,43.7,13.4,42.8,20000,1000,0,0,90.5,53.2,47.5,6.86232901,73.8,65.8,0,86.9,42.10284805,64.20684591,54.61286926
Rwanda,2009,RWA,0,0,0,0,0,2449,2056,2869,3408,16163,7340,8823,1500,8453,6939,0,0,6.9,0.936999977,1.087000012,1.00999999,0,0,0,0,28000,2500,0,0,0,0,0,8.12521267,0,0,0,0,52.91707993,62.93444774,56.1918335
Senegal,2005,SEN,0,0,0,0,0,2630,2866,2364,5129,22385,9853,12532,2200,13723,10593,0.26,1.49,23,12.31900024,7.123000145,8.94299984,0,0,0,0,5100,1100,4.9,47.6,64.1,11.8,10.3,3.66860914,27,23.5,0,30.9,6.60658026,53.92776827,5.79260588
Serbia,2010,SRB,0,0,0,0,0,87,212,355,70,620,264,356,11,443,458,5.24,18.56,1.9,20.21999931,18.44599915,19.21800041,0.2332506,1.7,3.3,95,0,0,0,0,0,60.8,22.3,9.5273037,0,33.1,6.9,13.4,0.89678514,91.0972383,10.91115475
Serbia,2015,SRB,0,0,0,0,0,75,165,260,54,468,201,267,11,337,411,3.87,13.84,0.94,18.75799942,16.80599976,17.65999985,0.31521684,2.6,3.1,94.3,0,0,0,0,0,0,0,8.81929588,0,0,0,0,0.40654299,85.20791013,5.33592033
Niger,2020,NER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.363000005,0.574000001,0.485000014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Singapore,2006,SGP,0,0,0,0,0,35,77,126,23,106,47,59,6,57,116,0,0,1.9,4.960000038,4.157000065,4.480000019,0.07202774,0,0,0,0,0,0,0,0,0,0,2.9347465,0,0,0,0,0,0,0
Singapore,2007,SGP,0,0,0,0,0,35,76,127,22,106,46,60,6,57,113,0,0,2.4,4.328999996,3.614000082,3.900000095,0.09659037,0,0,0,0,0,0,0,0,0,0,2.83749056,0,0,0,0,0,0,0
Singapore,2008,SGP,0,0,0,0,0,34,77,126,21,107,47,60,5,56,111,0,0,2.3,4.421000004,3.644000053,3.960000038,0.15861022,0,0,0,0,0,0,0,0,0,0,3.19488454,0,0,0,0,0,0,0
Slovenia,2010,SVN,0,0,0,0,0,10,35,70,8,55,25,30,2,38,61,5.46,17.84,0.99,7.019000053,7.418000221,7.236000061,0.31394324,3.8,7.9,88.3,0,0,0,0,0,0,0,8.56503296,0,0,7.7,0,0,0,0
Somalia,2010,SOM,0,0,0,0,0,3519,5409,6261,8852,49637,22743,26894,5200,22984,15939,0.074,0.49,87,11.38099957,11.81999969,11.72399998,0,68.8,10.3,20.9,1700,500,0,0,0,0,0,0,0,0,3,0,0,0,0
Sudan,2012,SDN,0,0,0,0,0,2947,9750,12223,7290,59948,26072,33876,4600,38824,32562,0,0,23,29.94000053,12.33899975,17.4659996,0,0,0,0,3900,1000,0,0,0,0,0,5.68827009,0,0,0,0,4.28994083,11.79673321,9.70405674
Sudan,2015,SDN,0,0,0,0,0,2903,10056,12946,6789,57915,25179,32736,4100,38147,31918,0.15,0.9,18,30.02499962,11.94299984,17.31599998,0,36.6,12.4,51,4100,1000,0,0,0,0,0,7.18615294,0,0,0,0,1.9375,11.22019635,5.63541269
Sweden,2005,SWE,0,0,0,0,0,68,188,268,44,301,132,169,5,199,314,4.01,13.41,0.66,7.373000145,7.586999893,7.486000061,0.40077311,0,0,0,0,0,0,0,0,0,0,8.14698315,0,0,0,0,0,0,0
Sweden,2010,SWE,0,0,0,0,0,48,172,285,41,280,124,156,5,183,326,4.44,14.65,0.38,8.520999908,8.68900013,8.609999657,0.5247677,4.5,4.9,90.7,0,0,0,0,0,0,0,8.32738972,0,0,5.2,0,0,0,0
Sweden,2015,SWE,0,0,0,0,0,46,118,297,40,272,120,152,5,185,329,4.29,14.02,0.25,7.289999962,7.56099987,7.43200016,0.55597156,5.8,5.2,89.1,0,0,0,0,0,0,0,10.79714203,0,0,0,0,0,0,0
Sweden,2008,SWE,0,0,0,0,0,56,185,280,40,286,126,160,5,189,326,0,0,0.69,6.565000057,5.936999798,6.235000134,0.46388707,0,0,0,0,0,0,0,0,0,0,8.20660114,0,0,0,0,0,0,0
Sweden,2009,SWE,0,0,0,0,0,51,180,283,41,283,125,158,5,185,327,0,0,0.66,8.01099968,8.656999588,8.350999832,0.48902076,0,0,0,0,0,0,0,0,0,0,8.77319241,0,0,0,0,0,0,0
Switzerland,2010,CHE,0,0,0,0,0,40,125,175,31,311,138,173,5,251,180,5.56,17.55,0.36,5.188000202,4.484000206,4.80700016,0,3.6,5.8,90.6,0,0,0,0,0,0,0,10.27625465,0,0,8.9,0,0,0,0
Tajikistan,2010,TJK,0,0,0,0,0,198,367,540,165,8651,3662,4989,55,4820,2623,0.74,4.07,11,10.49499989,12.20400047,11.60900021,0.42906296,27.3,8.7,64,200,100,0,0,0,0,0,5.73543406,0,0,5,0,8.91756535,42.27357711,10.71154499
Tajikistan,2017,TJK,0,0,0,0,0,151,285,501,146,8632,3653,4979,46,4335,2581,0,0,8.5,10.26000023,11.88500023,11.27400017,0.14027794,0,0,0,1000,200,0,0,91.4,29.3,27.1,7.2288146,56.3,52.1,0,35.8,7.65120077,55.07546611,17.76021767
Timor-Leste,2005,TLS,0,0,0,0,0,138,115,106,244,2339,1054,1285,150,1044,679,0.34,1.32,62,3.941999912,2.713999987,3.273999929,0.05964101,0,0,0,0,0,0,0,0,0,0,1.34485495,0,0,0,0,20.40249062,27.05611601,15.89474201
Timor-Leste,2006,TLS,0,0,0,0,0,135,115,104,235,2195,987,1208,120,988,644,0,0,72,3.786999941,2.66899991,3.180000067,0.05894665,0,0,0,0,0,0,0,0,0,0,1.02515864,0,0,0,0,35.63311386,15.44305594,30.23823166
Togo,2010,TGO,0,0,0,0,0,1032,1362,1441,2071,13579,6073,7506,1100,6982,6130,0.88,3.36,11,2.079999924,2.700999975,2.39199996,0.02977837,58.4,9.4,32.2,15000,2000,0,0,81.4,15.2,13.7,5.90041494,0,26.1,4.3,62.1,5.95685101,68.41046278,4.27577257
Tunisia,2015,TUN,0,0,0,0,0,257,436,693,283,3081,1353,1728,96,2525,2520,0.53,3.52,1.3,22.41600037,12.57199955,15.21800041,0,7.9,6.6,85.5,100,100,0,0,0,0,0,7.00741243,0,0,0,0,0.06183793,100,0.50236243
Turkmenistan,2010,TKM,0,0,0,0,0,209,519,754,231,4679,1949,2730,13,2959,1142,1.6,8.23,13,2.269000053,5.228000164,4,0.00550014,20.5,7.4,72.1,0,0,0,0,0,0,0,4.9963603,0,0,5.3,0,0.21658851,3.476487341,1.05390823
Turkmenistan,2018,TKM,0,0,0,0,0,191,430,575,229,5104,2133,2971,0,3297,1211,1.65,8.4,11,2.104000092,4.980000019,3.799999952,0,0,0,0,0,0,0,0,0,0,0,6.60540628,0,0,0,0,0.45176026,0.159511715,5.76046705
Turkmenistan,2017,TKM,0,0,0,0,0,192,430,610,221,5181,2166,3015,10,3338,1229,0,0,11,2.148999929,5.050000191,3.858999968,0,0,0,0,0,0,0,0,0,0,0,6.93379545,0,0,0,0,0.09986454,1.268387493,1.24862432
Turkmenistan,2015,TKM,0,0,0,0,0,194,439,680,213,5194,2167,3027,12,3327,1249,1.78,9.01,12,2.221999884,5.164999962,3.953999996,0,17.5,6.8,75.8,0,0,0,0,0,50.2,47.1,6.29793644,0,75.6,0,0,0.24279442,3.356303269,2.44833231
Uganda,2005,UGA,0,0,0,0,0,5408,8421,9821,11855,84330,37824,46506,6400,36474,28413,5.33,20.91,20,2.111000061,1.708999991,1.899999976,0,0,0,0,170000,30000,15.1,38.1,0,19.7,18.7,11.36374092,0,0,0,0,21.59241104,27.28163294,29.36164093
Uganda,2015,UGA,0,0,0,0,0,6070,11630,10246,11875,60622,26809,33813,6100,34920,30318,5.92,24.7,25,2.381000042,1.356999993,1.858999968,0.16893089,55.7,12.4,31.9,130000,9800,0,0,0,34.3,29.5,6.78750038,0,46.97731,0,0,43.83403778,9.394828803,57.98203278
Ukraine,2010,UKR,0,0,0,0,0,584,1703,4181,510,4964,2132,2832,120,3477,2590,6.34,22.31,10,6.815000057,9.293000221,8.100000381,0.2585825,4.9,5.6,89.5,3000,500,0,0,0,0,0,6.81229019,0,0,7.6,0,0.75570947,12.32285798,3.95247054
Uganda,2016,UGA,0,0,0,0,0,6158,12356,10616,11904,58846,26009,32837,6000,34338,30165,0,0,24,2.328999996,1.355000019,1.832999945,0,54.5,12.7,32.9,120000,9300,0,0,91.3,39,34.8,6.54710674,57.9,51.6,0,65.5,43.30905533,9.780958583,56.91630554
Ukraine,2015,UKR,0,0,0,0,0,430,1211,2795,456,3809,1644,2165,97,2628,2213,4.49,17.01,8.6,8.076999664,10.09599972,9.140000343,0.35493103,3.7,5.4,90.9,3100,500,0,0,0,0,0,7.77607775,0,0,0,0,1.66205144,52.50801321,9.8274231
Uzbekistan,2010,UZB,0,0,0,0,0,1079,1912,2747,1020,18726,7762,10964,200,11970,5840,0.93,5.17,9.1,5.102000237,5.543000221,5.360000134,0,14.6,6.3,79.1,2100,1000,0,0,0,0,0,5.11752939,0,0,5.2,0,1.62642133,65.10596517,4.35592508
Uzbekistan,2005,UZB,0,0,0,0,0,1256,1876,2776,1177,22644,9422,13222,220,13331,5826,1.28,7.15,13,6.611999989,7.068999767,6.877999783,0,0,0,0,1000,1000,0,0,0,0,0,4.87732983,0,0,0,0,3.9892807,1.375555544,8.07335091
Uruguay,2005,URY,0,0,0,0,0,69,160,198,56,629,271,358,11,363,327,3.49,11.86,1.9,15.26099968,9.446000099,12.00899982,0.10346391,0,0,0,0,0,0,0,0,78,0,8.4265871,0,0,0,0,0,0,0
Uzbekistan,2012,UZB,0,0,0,0,0,1032,1977,2776,1044,16907,7003,9904,220,11056,5701,0,0,7.2,4.636000156,5.034999847,4.869999886,0.00145941,0,0,0,2800,1000,0,0,0,0,0,5.58976364,0,0,0,0,1.37142515,49.1706341,4.47921753
Zambia,2015,ZMB,0,0,0,0,0,1949,3740,4433,4041,27765,12462,15303,1400,14769,9615,2.75,11.2,30,10.68700027,9.569999695,10.10499954,0.00281677,61.6,10,28.3,75000,8200,0,0,0,0,0,4.43510246,0,0,0,0,36.36019516,21.4368448,63.3395195
Afghanistan,2020,AFG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.06200027,10.36499977,11.16399956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Albania,2020,ALB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.18999958,13.25500011,12.81299973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nepal,2020,NPL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.266000032,1.713999987,1.465999961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grenada,2020,GRD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uganda,2020,UGA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33100009,1.518000007,1.91900003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Belgium,2020,BEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.315000057,6.015999794,5.691999912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Austria,2018,AUT,0,0,0,0,0,38,115,174,28,254,112,142,0,186,196,5.77,18.49,0.39,4.650000095,5.019999981,4.84800005,0.7216593,0,0,0,0,0,0,0,0,0,0,10.32559872,0,0,0,0,0,0,0
Australia,2018,AUS,0,0,0,0,0,133,444,646,123,984,435,549,0,732,713,5.18,15.96,0.2,5.31799984,5.281000137,5.297999859,0,0,0,0,100,100,0,0,0,0,0,9.28459835,0,0,0,0,0,0,0
Burundi,2018,BDI,0,0,0,0,0,2667,2031,1852,4247,17719,7780,9939,0,9361,11590,2.79,11.86,19,1.032999992,1.896000028,1.447999954,0,0,0,0,10000,1000,0,0,0,0,0,7.74165535,0,0,0,0,30.94750023,74.67450919,20.36118698
Canada,2018,CAN,0,0,0,0,0,215,701,1404,152,1677,760,917,0,1310,1083,4.07,13.95,0.26,5.492000103,6.136000156,5.830999851,0.62012422,0,0,0,0,0,0,0,0,0,0,10.79046917,0,0,0,0,0,0,0
Georgia,2018,GEO,0,0,0,0,0,61,125,212,65,474,201,273,0,280,309,3.59,13.58,4,12.54699993,14.79399967,13.78499985,0.0702749,0,0,0,0,0,0,0,0,0,0,7.11329746,0,0,0,0,0.53532571,0,4.26067924
Hungary,2018,HUN,0,0,0,0,0,56,138,223,39,303,135,168,0,198,313,5.38,18.1,0.44,3.986000061,3.476999998,3.707999945,0.17781948,0,0,0,0,0,0,0,0,0,0,6.70007229,0,0,0,0,0,0,0
Israel,2018,ISR,0,0,0,0,0,67,161,190,66,512,230,282,0,334,477,1.93,6.58,0.15,3.953999996,4.038000107,3.997999907,0,0,0,0,0,0,0,0,0,0,0,7.51703548,0,0,0,0,1.74059963,0,55.82914734
